-14.6875,-5.234375,10,1.011
-14.6875,-5.234375,10,1.327
-1.71875,-11.796875,10,1.642
6.71875,5.0,10,1.958
15.703125,11.484375,10,2.274
1.953125,12.578125,10,2.59
12.65625,-8.90625,10,3.537
12.65625,-8.90625,10,3.853
0.625,5.390625,10,4.169
-5.78125,-12.1875,10,4.485
-14.453125,-4.296875,10,4.8
-6.796875,8.75,10,5.116
-2.03125,-8.75,10,5.748
-1.5625,10.703125,10,6.379
8.4375,6.40625,10,6.695
-2.03125,-8.75,10,7.011
12.1875,-8.828125,10,7.327
3.359375,0.703125,10,7.642
3.359375,0.703125,10,7.958
3.359375,0.703125,10,8.274
-10.15625,-10.15625,10,8.59
-10.15625,-10.15625,10,8.906
-17.1875,5.46875,10,9.221
0.15625,4.84375,10,9.537
-12.890625,14.609375,10,9.853
1.953125,-2.8125,10,10.169
6.71875,2.34375,10,10.327
0.9375,-3.28125,10,10.485
9.609375,-3.359375,10,10.642
-0.078125,-3.75,10,10.8
12.5,-9.0625,10,10.958
-1.09375,-4.21875,10,11.116
-3.4375,2.421875,10,11.432
-4.140625,-12.890625,10,11.59
-4.140625,-12.890625,10,11.669
-4.140625,-12.890625,10,11.748
10.3125,4.609375,10,12.064
-1.09375,-4.21875,10,12.221
14.609375,-7.5,10,12.379
8.125,6.5625,10,12.537
-2.03125,-7.03125,10,12.695
-15.703125,7.1875,10,13.011
-6.953125,-1.25,10,13.169
-13.125,13.75,10,13.327
-13.671875,-3.359375,10,13.485
1.40625,7.65625,10,13.642
12.65625,-14.609375,10,13.958
-2.03125,-7.03125,10,14.116
-2.03125,-7.03125,10,14.195
-2.03125,-7.03125,10,14.274
8.28125,-8.90625,10,14.59
-7.8125,-13.046875,10,14.748
8.671875,-1.875,10,14.906
-9.0625,-6.09375,10,15.064
9.453125,5.15625,10,15.221
-0.46875,-0.15625,10,15.537
12.1875,14.84375,10,15.695
8.671875,-1.875,10,15.853
-3.984375,9.609375,10,16.011
16.328125,3.515625,10,16.169
16.328125,3.515625,10,16.327
-9.0625,-6.09375,10,16.485
5.078125,4.296875,10,16.642
5.078125,4.296875,10,16.721
5.078125,4.296875,10,16.8
-10.859375,-13.4375,10,17.116
-0.9375,-0.15625,10,17.274
9.296875,-14.21875,10,17.432
-9.0625,-6.09375,10,17.59
5.078125,4.296875,10,17.748
-1.71875,-7.734375,10,18.064
-6.015625,8.59375,10,18.221
13.828125,-5.9375,10,18.379
-5.390625,-1.09375,10,18.537
14.140625,12.109375,10,18.695
7.65625,-10.546875,10,18.853
-6.015625,8.59375,10,19.011
0.9375,-7.109375000000001,10,19.169
0.9375,-7.109375000000001,10,19.248
0.9375,-7.109375000000001,10,19.327
-9.84375,-12.734375,10,19.642
9.6875,-5.15625,10,19.8
-12.03125,5.15625,10,19.958
6.328125,13.359375,10,20.116
-10.625,-2.265625,10,20.274
-0.15625,2.96875,10,20.748
-5.234375,8.59375,10,21.221
-7.34375,-12.1875,10,21.537
-18.59375,5.0,10,21.695
-18.59375,5.0,10,21.774
-18.59375,5.0,10,21.853
-18.4375,-8.28125,10,22.169
-6.484375,12.5,10,22.327
-0.3125,-11.5625,10,22.485
-13.828125,10.9375,10,22.642
9.296875,-0.15625,10,22.8
-11.640625,-11.5625,10,22.958
11.25,1.09375,10,23.116
-14.140625,3.359375,10,23.274
5.9375,-11.71875,10,23.432
8.984375,12.34375,10,23.59
-11.5625,-3.75,10,23.748
-6.015625,13.671875,10,24.064
-0.234375,-5.78125,10,24.221
-0.234375,-5.78125,10,24.3
-0.234375,-5.78125,10,24.379
-14.140625,3.359375,10,24.695
7.265625,-5.390625,10,24.853
-18.4375,-12.96875,10,25.011
3.28125,0.9375,10,25.169
-9.609375,-12.65625,10,25.327
-16.40625,10.546875,10,25.485
-2.734375,-9.765625,10,25.642
1.796875,12.96875,10,25.8
-15.0,-7.109375000000001,10,25.958
10.3125,-9.375,10,26.116
-11.328125,4.921875,10,26.274
-11.328125,4.921875,10,26.432
17.890625,-1.015625,10,26.59
-2.734375,-9.765625,10,26.748
-2.734375,-9.765625,10,26.827
-2.734375,-9.765625,10,26.906
10.3125,-9.375,10,27.221
-12.34375,-3.671875,10,27.379
8.59375,9.453125,10,27.537
3.90625,-13.359375,10,27.695
1.953125,12.890625,10,27.853
10.3125,-9.375,10,28.011
15.9375,11.171875,10,28.169
-4.453125,-1.875,10,28.327
18.4375,-11.71875,10,28.485
8.59375,9.453125,10,28.642
-7.03125,-10.859375,10,28.8
-10.625,12.578125,10,29.116
0.078125,-6.796875,10,29.274
0.078125,-6.796875,10,29.353
0.078125,-6.796875,10,29.432
2.734375,14.140625,10,29.748
-7.03125,-10.859375,10,29.906
-15.78125,14.375,10,30.064
-0.46875,-14.453125,10,30.221
10.546875,10.0,10,30.379
-12.65625,-2.421875,10,30.853
-2.03125,5.859375,10,31.327
-5.3125,12.734375,10,31.642
